AnimalName,animalclass,animalbreed,animalcolour,animalgender,animaldesexed,suburb_name
Bernie Prebble,Standard - Both desexed & microchipped,Poodle (Toy),Gold,M,Y,CROYDON PARK
Charlie,Standard - Both desexed & microchipped,German Shepherd Dog,Tan,M,Y,CROYDON PARK
Hammer,Standard - Both desexed & microchipped,Bull Terrier,White,M,Y,CROYDON PARK
Dexter,Standard - Concession,Siberian Husky,Black,M,Y,CROYDON PARK
Ellie,Standard - Concession,West Highland White Terrier,White,F,Y,CROYDON PARK
Rusty,Standard - Both desexed & microchipped,Chihuahua,Tan,F,Y,CROYDON PARK
Chloe,Standard - Pension,Maltese,Tan,F,Y,CROYDON PARK
Charlie,Standard - Both desexed & microchipped,Poodle (Toy),White,M,Y,CROYDON PARK
Lola,Standard - Both desexed & microchipped,Labrador Retriever,Gold,F,Y,CROYDON PARK
Annie,Non-Standard - Not desexed/microchipped,Scottish Terrier,Dark Brindle,F,N,CROYDON PARK
Bonnie,Non-Standard - Concession,Scottish Terrier,Black,F,N,CROYDON PARK
Lilly Rose,Standard - Pension,Maltese,White,F,Y,CROYDON PARK
Misia,Standard - Pension,Maltese,White,F,Y,CROYDON PARK
Bella,Standard - Pension,Maltese,White,F,Y,CROYDON PARK
Mitso,Non-Standard - Not desexed/microchipped,Maltese,Tan,M,N,CROYDON PARK
Tessa,Standard - Both desexed & microchipped,German Shepherd Dog,Black,F,Y,CROYDON PARK
Coco,Non-Standard - Not desexed/microchipped,Pug,Apricot,F,N,CROYDON PARK
Lucky,Non-Standard - Pension,Maltese,Black,M,N,CROYDON PARK
Sammy,Non-Standard - Pension,Staffordshire Bull Terrier,Brown,M,Y,CROYDON PARK
Georgie,Non-Standard - Pension,Jack Russell Terrier,Black,M,Y,CROYDON PARK
Bella,Standard - Both desexed & microchipped,Belgian Shepherd Dog (Malinois),Black,F,Y,CROYDON PARK
Simba,Non-Standard - Not desexed/microchipped,Poodle (Toy),Apricot,M,N,CROYDON PARK
Wang Wang,Non-Standard - Not desexed/microchipped,Japanese Spitz,Ginger,M,N,CROYDON PARK
Rou Rou,Standard - Both desexed & microchipped,Border Collie,Black,M,Y,CROYDON PARK
Georgie,Standard - Pension,Golden Retriever,Cream,F,Y,CROYDON PARK
Mika,Standard - Both desexed & microchipped,Chihuahua,White,F,Y,CROYDON PARK
Nelson,Standard - Both desexed & microchipped,Jack Russell Terrier,White,M,Y,CROYDON PARK
Manuel/ Mannie,Standard - Both desexed & microchipped,Border Collie,Black,M,Y,CROYDON PARK
Touche,Standard - Both desexed & microchipped,Australian Kelpie,Brown,M,Y,CROYDON PARK
Hulk,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Tan,M,N,CROYDON PARK
Chi Chi,Non-Standard - Not desexed/microchipped,Irish Wolfhound,Black,F,N,CROYDON PARK
Bowser,Non-Standard - Not desexed/microchipped,American Staffordshire Terrier,Tan,M,N,CROYDON PARK
Chicca,Non-Standard - Pension,German Shepherd Dog,Brown,F,N,CROYDON PARK
Max,Standard - Both desexed & microchipped,Jack Russell Terrier,Tri Colour,M,Y,CROYDON PARK
Buffi,Non-Standard - Not desexed/microchipped,Jack Russell Terrier,Tan,F,N,CROYDON PARK
Storm,Standard - Both desexed & microchipped,Australian Cattle Dog,Blue,F,Y,CROYDON PARK
Ted,Standard - Both desexed & microchipped,Maltese,Black,M,Y,CROYDON PARK
Vucko,Non-Standard - Not desexed/microchipped,German Shepherd Dog,Black,M,N,CROYDON PARK
Congo,Standard - Both desexed & microchipped,Shar Pei,Gold,M,Y,CROYDON PARK
Bailey,Standard - Both desexed & microchipped,Maltese,White,M,Y,CROYDON PARK
Coco,Non-Standard - Not desexed/microchipped,Maltese,Tri Colour,F,N,CROYDON PARK
Bruno,Standard - Concession,Rottweiler,Black,M,Y,CROYDON PARK
Fry,Non-Standard - Not desexed/microchipped,Labrador Retriever,Black,M,N,CROYDON PARK
Lily,Standard - Both desexed & microchipped,Jack Russell Terrier,Brown,F,Y,CROYDON PARK
Bowie,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,Black,M,Y,CROYDON PARK
Skye,Non-Standard - Concession,Labrador Retriever,Black,F,N,CROYDON PARK
Gough,Standard - Both desexed & microchipped,Poodle (Toy),Black,M,Y,CROYDON PARK
Boss,Non-Standard - Pension,Staffordshire Bull Terrier,Brindle,M,N,CROYDON PARK
Babes,Non-Standard - Not desexed/microchipped,Bull Terrier,Brindle,F,Y,CROYDON PARK
Peppie,Non-Standard - Not desexed/microchipped,Chihuahua,Tri Colour,M,N,CROYDON PARK
Misha,Standard - Both desexed & microchipped,Maltese,Black,F,Y,CROYDON PARK
Milo,Standard - Both desexed & microchipped,Terrier,Black,M,Y,CROYDON PARK
Yasi,Standard - Pension,Maltese,Black,F,Y,CROYDON PARK
Mintie,Standard - Pension,Bichon Frise,Unknown,F,Y,CROYDON PARK
Candy,Standard - Both desexed & microchipped,Cross Breed,Tan,F,Y,CROYDON PARK
Henry,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Red,M,N,CROYDON PARK
Benji,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Brown,M,N,CROYDON PARK
Phrydae,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Black,M,N,CROYDON PARK
Shady,Non-Standard - Pension,Bull Terrier,White,M,N,CROYDON PARK
Tu Tu,Standard - Both desexed & microchipped,Chihuahua,White,F,Y,CROYDON PARK
Toby,Standard - Both desexed & microchipped,Cocker Spaniel,Black,M,Y,CROYDON PARK
Bentley,Standard - Both desexed & microchipped,Pug,Tan,M,Y,CROYDON PARK
Charlie,Non-Standard - Pension,Chihuahua,Brown,M,N,CROYDON PARK
Lia,Standard - Pension,Hungarian Vizsla,Russett,F,Y,CROYDON PARK
Buddha,Standard - Both desexed & microchipped,Chihuahua,Tan,M,Y,CROYDON PARK
Yoda,Non-Standard - Not desexed/microchipped,Chihuahua,Tri Colour,M,N,CROYDON PARK
Titan,Standard - Both desexed & microchipped,American Staffordshire Terrier,Red,M,Y,CROYDON PARK
Jessie,Standard - Pension,Maltese,Black,F,Y,CROYDON PARK
Rocky,Non-Standard - Not desexed/microchipped,Jack Russell Terrier,Tri Colour,M,Y,CROYDON PARK
Miffy,Non-Standard - Not desexed/microchipped,Jack Russell Terrier,Tan,F,Y,CROYDON PARK
Annie,Standard - Both desexed & microchipped,Labrador Retriever,Black,F,Y,CROYDON PARK
Jack,Non-Standard - Not desexed/microchipped,Australian Cattle Dog,Black,M,N,CROYDON PARK
Matilda,Standard - Both desexed & microchipped,Australian Kelpie,Tan,F,Y,CROYDON PARK
Bernie,Standard - Both desexed & microchipped,Maltese,White,M,Y,CROYDON PARK
Poppi,Standard - Both desexed & microchipped,Tenterfield Terrier,Black,F,Y,CROYDON PARK
Honey,Standard - Pension,Maltese,Black,F,Y,CROYDON PARK
Jemma,Standard - Both desexed & microchipped,Labrador Retriever,Gold,F,Y,CROYDON PARK
Charlie,Non-Standard - Not desexed/microchipped,Labrador Retriever,Chocolate,M,N,CROYDON PARK
Jasper,Non-Standard - Pension,Saluki,Gold,M,N,CROYDON PARK
Kashan,Non-Standard - Pension,Saluki,Gold,M,N,CROYDON PARK
Lathan,Non-Standard - Pension,Saluki,Gold,M,N,CROYDON PARK
Peppa,Standard - Both desexed & microchipped,Alaskan Malamute,Black,F,Y,CROYDON PARK
Wilson,Non-Standard - Not desexed/microchipped,German Shepherd Dog,Black,M,Y,CROYDON PARK
Baci,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Brindle,F,N,CROYDON PARK
Pete,Standard - Both desexed & microchipped,Maltese,Gold,M,Y,CROYDON PARK
Crikey,Non-Standard - Not desexed/microchipped,Tenterfield Terrier,White,M,N,CROYDON PARK
Sheila,Non-Standard - Not desexed/microchipped,Tenterfield Terrier,White,F,Y,CROYDON PARK
Lucky,Non-Standard - Concession,Chihuahua,Tan,M,N,CROYDON PARK
Princess,Standard - Both desexed & microchipped,Maltese,White,F,Y,CROYDON PARK
Bambi,Non-Standard - Concession,Shih Tzu,Black,F,N,CROYDON PARK
Poppet,Standard - Both desexed & microchipped,Beagle,Ruby,F,Y,CROYDON PARK
Sasha,Standard - Both desexed & microchipped,Siberian Husky,Black,F,Y,CROYDON PARK
Brax,Non-Standard - Concession,German Shepherd Dog,Black,M,N,CROYDON PARK
Lia,Standard - Pension,Hungarian Vizsla,Russett,F,Y,CROYDON PARK
Wilson,Standard - Both desexed & microchipped,Golden Retriever,Gold,M,Y,CROYDON PARK
Pedro,Non-Standard - Pension,Chihuahua,Black,M,N,CROYDON PARK
Quartz,Assistance Dog,Labrador Retriever,Chocolate,F,Y,CROYDON PARK
Dusty,Standard - Pension,Maltese,Tan,M,Y,CROYDON PARK
Tommie,Standard - Pension,Jack Russell Terrier,Tan,M,Y,CROYDON PARK
Bailey,Non-Standard - Not desexed/microchipped,German Shepherd Dog,Dark Brindle,M,N,CROYDON PARK
Mia,Standard - Both desexed & microchipped,Siberian Husky,Gold,F,Y,CROYDON PARK
Gidget,Working Dog,Shih Tzu,Black,F,N,CROYDON PARK
Holly,Working Dog,Australian Kelpie,Red,F,N,CROYDON PARK
Harley,Standard - Both desexed & microchipped,Brittany,Orange,M,Y,CROYDON PARK
North,Standard - Both desexed & microchipped,Brittany,Orange,M,Y,CROYDON PARK
Russ,Standard - Pension,Jack Russell Terrier,Tan,M,Y,CROYDON PARK
Max,Standard - Both desexed & microchipped,Terrier,Fawn,M,Y,CROYDON PARK
Astro,Standard - Both desexed & microchipped,Chihuahua,Tri Colour,M,Y,CROYDON PARK
Bouncer,Non-Standard - Pension,Maltese,White,M,N,CROYDON PARK
Buddy,Non-Standard - Not desexed/microchipped,Border Collie,Black,M,N,CROYDON PARK
Cooper,Standard - Both desexed & microchipped,Australian Cattle Dog,Blue,M,Y,CROYDON PARK
Koda,Non-Standard - Pension,German Shepherd Dog,Black,M,N,CROYDON PARK
Sparkles,Non-Standard - Pension,Akita,Black,F,N,CROYDON PARK
Feena,Standard - Both desexed & microchipped,Australian Cattle Dog,Red,F,Y,CROYDON PARK
Leo,Standard - Both desexed & microchipped,Pomeranian,Tan,M,Y,CROYDON PARK
Dom,Non-Standard - Not desexed/microchipped,Chihuahua,Brown,M,N,CROYDON PARK
Minnie,Standard - Pension,Chihuahua,Tan,F,Y,CROYDON PARK
Ozzy,Standard - Pension,Australian Shepherd,Tri Colour,M,Y,CROYDON PARK
Toby,Standard - Both desexed & microchipped,Australian Kelpie,Black,M,Y,CROYDON PARK
Wilson,Non-Standard - Not desexed/microchipped,Golden Retriever,Gold,M,N,CROYDON PARK
Lucky,Standard - Both desexed & microchipped,Terrier,Yellow,M,Y,CROYDON PARK
Valley,Standard - Both desexed & microchipped,Schnauzer,Grey,F,Y,CROYDON PARK
Cooper,Standard - Both desexed & microchipped,Border Collie,Brown,M,Y,CROYDON PARK
Bear,Standard - Both desexed & microchipped,Golden Retriever,Gold,M,Y,CROYDON PARK
Sophie,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,White,F,Y,CROYDON PARK
Benson,Standard - Pension,Tibetan Spaniel,Sable,M,Y,CROYDON PARK
O'Dea,Standard - Both desexed & microchipped,Terrier,Blue,M,Y,CROYDON PARK
Chester,Standard - Both desexed & microchipped,Smithfield,Blue,M,Y,CROYDON PARK
Ted,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,White,M,Y,CROYDON PARK
Zeeva,Standard - Both desexed & microchipped,Rottweiler,Black,F,Y,CROYDON PARK
Lucy,Standard - Concession,Maltese,White,F,Y,CROYDON PARK
Ruby,Standard - Concession,Maltese,White,F,Y,CROYDON PARK
Jack,Standard - Both desexed & microchipped,Jack Russell Terrier,Tri Colour,M,Y,CROYDON PARK
Hojj,Standard - Both desexed & microchipped,Jack Russell Terrier,White,F,Y,CROYDON PARK
Ruby,Standard - Both desexed & microchipped,Terrier,Black,F,Y,CROYDON PARK
Charlie,Standard - Pension,Dachshund,Brown,M,Y,CROYDON PARK
Casanova,Standard - Both desexed & microchipped,French Bulldog,White,M,Y,CROYDON PARK
Morty,Standard - Both desexed & microchipped,Pomeranian,Brown,M,Y,CROYDON PARK
Amber,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,CROYDON PARK
Lottie,Standard - Both desexed & microchipped,British Bulldog,Brindle,F,Y,CROYDON PARK
Otto,Non-Standard - Not desexed/microchipped,Dachshund (Miniature),Tan,M,N,CROYDON PARK
Milli,Standard - Both desexed & microchipped,Australian Kelpie,Black,F,Y,CROYDON PARK
Lefti,Non-Standard - Not desexed/microchipped,German Shepherd Dog,Sable,M,N,CROYDON PARK
Pebbles,Standard - Pension,Maltese,White,F,Y,CROYDON PARK
Lily,Standard - Both desexed & microchipped,Australian Kelpie,Black,F,Y,DEVON PARK
Teddy,Standard - Both desexed & microchipped,Pomeranian,Red,M,Y,DEVON PARK
Molly,Standard - Both desexed & microchipped,Poodle (Toy),Chocolate,F,Y,DEVON PARK
George,Standard - Both desexed & microchipped,Poodle (Toy),Chocolate,M,Y,DEVON PARK
Woody,Standard - Both desexed & microchipped,Poodle (Toy),Cream,M,Y,DEVON PARK
Cyrus,Non-Standard - Not desexed/microchipped,Australian Kelpie,Black,M,N,DEVON PARK
Cosmo,Non-Standard - Not desexed/microchipped,Australian Kelpie,Black,M,N,DEVON PARK
Django,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Dark Brindle,F,Y,DEVON PARK
Eirin,Non-Standard - Not desexed/microchipped,Labrador Retriever,Gold,F,N,DEVON PARK
Boris,Standard - Both desexed & microchipped,Beagle,Tri Colour,M,Y,DEVON PARK
Rudie,Standard - Concession,Australian Cattle Dog,Blue,M,Y,DEVON PARK
Alice,Standard - Concession,Beagle,Black,F,Y,DEVON PARK
Oscar,Non-Standard - Concession,French Bulldog,Brindle,M,N,DEVON PARK
Archie,Standard - Both desexed & microchipped,Airedale Terrier,Black,M,Y,DEVON PARK
Boags,Standard - Pension,Pug,Tan,M,Y,DEVON PARK
Bailey,Standard - Pension,French Bulldog,White,F,Y,DEVON PARK
BeeGee,Standard - Both desexed & microchipped,Beagle,Lemon,F,Y,DEVON PARK
Indie,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Black,F,Y,DEVON PARK
Lily,Standard - Both desexed & microchipped,Greyhound,Red,F,Y,DEVON PARK
Sparky,Non-Standard - Pension,Staffordshire Bull Terrier,Brindle,F,N,DEVON PARK
Holly,Standard - Both desexed & microchipped,Australian Cattle Dog,Black,F,Y,DEVON PARK
Atlas,Standard - Both desexed & microchipped,Labrador Retriever,Chocolate,M,Y,DEVON PARK
Ruby,Standard - Both desexed & microchipped,Australian Kelpie,Black,F,Y,DEVON PARK
Wally,Non-Standard - Not desexed/microchipped,Retriever,Gold,M,N,DEVON PARK
Ellie-Mae,Standard - Pension,Mastiff,Brindle,F,Y,DEVON PARK
TJ Junior,Non-Standard - Pension,Terrier,White,M,N,DEVON PARK
Max,Standard - Both desexed & microchipped,American Staffordshire Terrier,Red,M,Y,DEVON PARK
Apollo,Non-Standard - Not desexed/microchipped,Puli,Black,M,Y,DEVON PARK
LuLu,Non-Standard - Not desexed/microchipped,Chihuahua,White,F,Y,DEVON PARK
Gus,Standard - Pension,Staffordshire Bull Terrier,Dark Brindle,M,Y,DEVON PARK
Milly,Standard - Concession,Terrier,Tri Colour,F,Y,DEVON PARK
Archie,Standard - Both desexed & microchipped,Boston Terrier,Brindle,M,Y,DEVON PARK
Harvey,Standard - Pension,Jack Russell Terrier,Black,M,Y,DEVON PARK
Fletcher McDowall,Standard - Both desexed & microchipped,Poodle (Toy),Brown,M,Y,DEVON PARK
Coco,Non-Standard - Concession,Staffordshire Bull Terrier,Brown,F,N,DEVON PARK
Chica,Non-Standard - Concession,Staffordshire Bull Terrier,Black,F,N,DEVON PARK
Willow,Standard - Both desexed & microchipped,Labrador Retriever,Chocolate,F,Y,DEVON PARK
Carter,Non-Standard - Pension,Maltese,White,M,N,DEVON PARK
Dorrie,Standard - Pension,Maltese,White,M,Y,DEVON PARK
Millie Reilly,Standard - Both desexed & microchipped,Yorkshire Terrier,Grey,F,Y,DEVON PARK
Bailey,Standard - Both desexed & microchipped,Greyhound,Fawn,M,Y,DEVON PARK
Bosska,Non-Standard - Concession,American Staffordshire Terrier,Tan,M,N,DEVON PARK
Nitro,Standard - Both desexed & microchipped,Pug,Black,M,Y,DEVON PARK
Chevy Maslarov,Non-Standard - Not desexed/microchipped,German Shepherd Dog,Black,M,N,DEVON PARK
Bundy,Non-Standard - Concession,Pomeranian,Red,F,N,DEVON PARK
Benji,Standard - Concession,Pomeranian,Blonde,M,Y,DEVON PARK
Snoopy,Non-Standard - Pension,Pomeranian,Tan,M,Y,DEVON PARK
Ollie,Standard - Concession,Boxer,Brown,M,Y,DEVON PARK
Jenni,Standard - Pension,Jack Russell Terrier,White,F,Y,DEVON PARK
Nelly,Standard - Both desexed & microchipped,Terrier,Red,F,Y,DEVON PARK
Gypsy,Non-Standard - Not desexed/microchipped,German Shorthaired Pointer,Liver,F,N,DEVON PARK
Cupcake,Non-Standard - Concession,Staffordshire Bull Terrier,Brindle,M,N,DEVON PARK
Bonnie,Standard - Pension,Australian Cattle Dog,Red,F,Y,DEVON PARK
Whiskey,Non-Standard - Pension,Terrier,Brown,M,N,DEVON PARK
Daisy,Non-Standard - Pension,Chihuahua,Brindle,F,N,DEVON PARK
Isabell,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,White,F,Y,DEVON PARK
Molly,Standard - Both desexed & microchipped,British Bulldog,White,F,Y,DEVON PARK
Zac,Standard - Both desexed & microchipped,British Bulldog,Brown,M,Y,DEVON PARK
Merino,Standard - Both desexed & microchipped,Tenterfield Terrier,White,F,Y,DEVON PARK
Archie,Non-Standard - Not desexed/microchipped,Pointer,Lemon,M,Y,DEVON PARK
Ellie,Standard - Both desexed & microchipped,Maltese,Black,F,Y,DEVON PARK
Jake,Non-Standard - Not desexed/microchipped,Golden Retriever,Gold,M,Y,DEVON PARK
Casper,Non-Standard - Not desexed/microchipped,Poodle (Toy),Black,M,Y,DEVON PARK
Banjo,Standard - Both desexed & microchipped,Border Collie,Tri Colour,M,Y,DEVON PARK
Fred,Non-Standard - Not desexed/microchipped,Poodle (Toy),Chocolate,M,N,DEVON PARK
Max Rocky,Standard - Both desexed & microchipped,Rottweiler,Black,M,Y,DEVON PARK
Cuddlz,Standard - Pension,Shih Tzu,Honey,F,Y,DEVON PARK
Buddy,Non-Standard - Pension,Maltese,Brown,M,N,DEVON PARK
Daisy,Standard - Both desexed & microchipped,Maltese,White,F,Y,DEVON PARK
Angas,Standard - Both desexed & microchipped,Poodle (Toy),Salt,M,Y,DEVON PARK
Lucy,Non-Standard - Not desexed/microchipped,Pomeranian,Orange,F,N,DEVON PARK
Dexter,Standard - Both desexed & microchipped,Cocker Spaniel,Black,M,Y,DEVON PARK
Max,Non-Standard - Pension,Pomeranian,White,M,N,DEVON PARK
Lilli,Standard - Both desexed & microchipped,Australian Kelpie,Black,F,Y,DEVON PARK
Roxy,Non-Standard - Not desexed/microchipped,Maltese,White,F,N,DEVON PARK
Summer,Standard - Both desexed & microchipped,Labrador Retriever,Tan,F,Y,DEVON PARK
Zooey,Standard - Both desexed & microchipped,Jack Russell Terrier,Tan,F,Y,DEVON PARK
Rock-Star "Rocky",Standard - Both desexed & microchipped,Poodle (Toy),Blue,F,Y,DEVON PARK
Coca,Non-Standard - Not desexed/microchipped,Australian Cattle Dog,Brown,M,N,DEVON PARK
Tinkerbell,Non-Standard - Not desexed/microchipped,Chihuahua,White,F,N,DEVON PARK
Indie,Non-Standard - Not desexed/microchipped,Whippet,White,F,N,DEVON PARK
Charli,Standard - Both desexed & microchipped,Jack Russell Terrier,White,F,Y,DEVON PARK
Bailey,Standard - Both desexed & microchipped,Poodle (Toy),Gold,M,Y,DEVON PARK
Anjelika,Standard - Both desexed & microchipped,Rottweiler,Black,F,Y,DEVON PARK
Trigger,Non-Standard - Not desexed/microchipped,American Staffordshire Terrier,Brown,M,N,DEVON PARK
Hera,Standard - Concession,Staffordshire Bull Terrier,Brindle,F,Y,DEVON PARK
Boof,Standard - Pension,Australian Kelpie,Black,M,Y,DEVON PARK
Hannah Cheriee,Standard - Pension,Australian Silky Terrier,Black,F,Y,DEVON PARK
Storm,Non-Standard - Concession,Staffordshire Bull Terrier,Tan,F,N,DEVON PARK
Micky,Non-Standard - Concession,Maltese,Black,M,N,DEVON PARK
Oscar Wilde,Standard - Both desexed & microchipped,Poodle (Toy),Tan,M,Y,DEVON PARK
Ying,Standard - Both desexed & microchipped,Maltese,White,F,Y,DEVON PARK
Muffin,Standard - Both desexed & microchipped,Maltese,Apricot,F,Y,DEVON PARK
Cody,Standard - Both desexed & microchipped,Labrador Retriever,Black,M,Y,DEVON PARK
BUSTER,Non-Standard - Pension,Jack Russell Terrier,Brown,M,N,DEVON PARK
Bindi,Non-Standard - Concession,Australian Kelpie,Black,F,N,DEVON PARK
Rusty,Non-Standard - Pension,Australian Kelpie,Rust,M,N,DEVON PARK
Zoe,Standard - Both desexed & microchipped,Dachshund (Miniature),Brown,F,Y,DEVON PARK
Dash,Standard - Both desexed & microchipped,Dachshund,Black,F,Y,DEVON PARK
Monty,Standard - Both desexed & microchipped,Dachshund,Red,M,Y,DEVON PARK
Gypsy,Standard - Both desexed & microchipped,Cocker Spaniel,Gold,F,Y,DEVON PARK
Nike,Standard - Both desexed & microchipped,Poodle (Toy),Apricot,M,Y,DEVON PARK
Floyd,Standard - Both desexed & microchipped,Boxer,Tan,M,Y,DEVON PARK
Belle,Standard - Both desexed & microchipped,Australian Cattle Dog,Blue,F,Y,DEVON PARK
Socks,Standard - Both desexed & microchipped,Australian Terrier,Brown,M,Y,DEVON PARK
Wasabi,Non-Standard - Not desexed/microchipped,Siberian Husky,Black,F,N,DEVON PARK
Cookie,Non-Standard - Not desexed/microchipped,Siberian Husky,Grey,F,N,DEVON PARK
Ardie Hutchison,Standard - Both desexed & microchipped,Labrador Retriever,Brindle,M,Y,DEVON PARK
Tina,Standard - Pension,Chihuahua (Long Coat),Tan,F,Y,OTTOWAY
Pip,Non-Standard - Concession,Maltese,White,M,N,OTTOWAY
Jules,Standard - Concession,Terrier,Tan,F,Y,OTTOWAY
Misty,Standard - Pension,Siberian Husky,Black,F,Y,OTTOWAY
Oskar,Standard - Both desexed & microchipped,Jack Russell Terrier,Tri Colour,M,Y,OTTOWAY
Lexsee,Non-Standard - Not desexed/microchipped,Jack Russell Terrier,Tri Colour,F,Y,OTTOWAY
Rexie,Non-Standard - Pension,Rottweiler,Black,M,N,OTTOWAY
Buster,Non-Standard - Concession,Mastiff,Brindle,M,Y,OTTOWAY
Biscuit,Non-Standard - Concession,Staffordshire Bull Terrier,Brown,F,N,OTTOWAY
Dora,Non-Standard - Not desexed/microchipped,Chihuahua,Black,F,N,OTTOWAY
Max,Non-Standard - Pension,Terrier,White,F,N,OTTOWAY
Harvey,Standard - Both desexed & microchipped,Labrador Retriever,White,M,Y,OTTOWAY
Meg,Standard - Both desexed & microchipped,Golden Retriever,Gold,F,Y,OTTOWAY
Billy,Non-Standard - Not desexed/microchipped,Australian Silky Terrier,Brown,M,N,OTTOWAY
Lucy,Standard - Concession,Staffordshire Bull Terrier,Gold,F,Y,OTTOWAY
Snowy,Non-Standard - Pension,Pomeranian,Cream,M,Y,OTTOWAY
Henry,Standard - Pension,Australian Cattle Dog,Blue,M,Y,OTTOWAY
Milly,Standard - Both desexed & microchipped,Bichon Frise,White,F,Y,OTTOWAY
Maddy,Standard - Both desexed & microchipped,Tenterfield Terrier,White,F,Y,OTTOWAY
Molly,Standard - Both desexed & microchipped,Maltese,Black,F,Y,OTTOWAY
